employer_id,employer_name,employer_site,industry_id,industry_name
1141909.0,Web++,,7,"Информационные технологии, системная интеграция, интернет"
78638.0,Тинькофф,,7,"Информационные технологии, системная интеграция, интернет"
9188.0,Бюджетные и Финансовые Технологии,,7,"Информационные технологии, системная интеграция, интернет"
172.0,1C-Рарус,,7,"Информационные технологии, системная интеграция, интернет"
63225.0,Mail.Ru Group/ВКонтакте,,7,"Информационные технологии, системная интеграция, интернет"
923083.0,ROCKSTONE,,7,"Информационные технологии, системная интеграция, интернет"
9188.0,Бюджетные и Финансовые Технологии,,7,"Информационные технологии, системная интеграция, интернет"
2287052.0,Takeprofit Technology,,7,"Информационные технологии, системная интеграция, интернет"
6944.0,Синимекс,,7,"Информационные технологии, системная интеграция, интернет"
1750142.0,Улей,,7,"Информационные технологии, системная интеграция, интернет"
8550.0,Центр финансовых технологий,,7,"Информационные технологии, системная интеграция, интернет"
923083.0,ROCKSTONE,,7,"Информационные технологии, системная интеграция, интернет"
1268455.0,Бреалит,,7,"Информационные технологии, системная интеграция, интернет"
8550.0,Центр финансовых технологий,,7,"Информационные технологии, системная интеграция, интернет"
1607234.0,Мир идей,,7,"Информационные технологии, системная интеграция, интернет"
1740.0,Яндекс,,7,"Информационные технологии, системная интеграция, интернет"
1665654.0,Вассияров Л.П.,,7,"Информационные технологии, системная интеграция, интернет"
6004.0,Nexign (АО «Петер-Сервис»),,7,"Информационные технологии, системная интеграция, интернет"
1034125.0,Pixonic,,7,"Информационные технологии, системная интеграция, интернет"
139.0,IBS,,7,"Информационные технологии, системная интеграция, интернет"
814877.0,Открытая Студия,,7,"Информационные технологии, системная интеграция, интернет"
814877.0,Открытая Студия,,7,"Информационные технологии, системная интеграция, интернет"
2055807.0,CDS Company,,7,"Информационные технологии, системная интеграция, интернет"
903500.0,WebElement,,7,"Информационные технологии, системная интеграция, интернет"
3984.0,Рексофт,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
78638.0,Тинькофф,,7,"Информационные технологии, системная интеграция, интернет"
832234.0,Слетать.ру,,7,"Информационные технологии, системная интеграция, интернет"
8550.0,Центр финансовых технологий,,7,"Информационные технологии, системная интеграция, интернет"
117502.0,Диалог Информационные Технологии,,7,"Информационные технологии, системная интеграция, интернет"
1122462.0,Skyeng,,7,"Информационные технологии, системная интеграция, интернет"
168307.0,DINO Systems,,7,"Информационные технологии, системная интеграция, интернет"
2276869.0,EFSOL,,7,"Информационные технологии, системная интеграция, интернет"
5325.0,Туту.ру,,7,"Информационные технологии, системная интеграция, интернет"
906557.0,Сбербанк - Технологии,,7,"Информационные технологии, системная интеграция, интернет"
906557.0,Сбербанк - Технологии,,7,"Информационные технологии, системная интеграция, интернет"
1455.0,HeadHunter,,7,"Информационные технологии, системная интеграция, интернет"
903500.0,WebElement,,7,"Информационные технологии, системная интеграция, интернет"
906557.0,Сбербанк - Технологии,,7,"Информационные технологии, системная интеграция, интернет"
1931419.0,LPmotor,,7,"Информационные технологии, системная интеграция, интернет"
1057.0,Лаборатория Касперского,,7,"Информационные технологии, системная интеграция, интернет"
675.0,КОРУС Консалтинг,,7,"Информационные технологии, системная интеграция, интернет"
10160.0,CSI (Кристалл Сервис Интеграция),,7,"Информационные технологии, системная интеграция, интернет"
3095.0,Инфосистемы Джет,,7,"Информационные технологии, системная интеграция, интернет"
1641540.0,Deutsche Bank Technology Center,,7,"Информационные технологии, системная интеграция, интернет"
117502.0,Диалог Информационные Технологии,,7,"Информационные технологии, системная интеграция, интернет"
1057.0,Лаборатория Касперского,,7,"Информационные технологии, системная интеграция, интернет"
906557.0,Сбербанк - Технологии,,7,"Информационные технологии, системная интеграция, интернет"
6004.0,Nexign (АО «Петер-Сервис»),,7,"Информационные технологии, системная интеграция, интернет"
1574063.0,ClearScale,,7,"Информационные технологии, системная интеграция, интернет"
172.0,1C-Рарус,,7,"Информационные технологии, системная интеграция, интернет"
2321350.0,Админ,,7,"Информационные технологии, системная интеграция, интернет"
923083.0,ROCKSTONE,,7,"Информационные технологии, системная интеграция, интернет"
42600.0,NAUMEN,,7,"Информационные технологии, системная интеграция, интернет"
2656.0,Первый Дом Консалтинга Что делать Консалт,,7,"Информационные технологии, системная интеграция, интернет"
172.0,1C-Рарус,,7,"Информационные технологии, системная интеграция, интернет"
172.0,1C-Рарус,,7,"Информационные технологии, системная интеграция, интернет"
172.0,1C-Рарус,,7,"Информационные технологии, системная интеграция, интернет"
172.0,1C-Рарус,,7,"Информационные технологии, системная интеграция, интернет"
172.0,1C-Рарус,,7,"Информационные технологии, системная интеграция, интернет"
172.0,1C-Рарус,,7,"Информационные технологии, системная интеграция, интернет"
172.0,1C-Рарус,,7,"Информационные технологии, системная интеграция, интернет"
2093736.0,Нова Геймс,,7,"Информационные технологии, системная интеграция, интернет"
172.0,1C-Рарус,,7,"Информационные технологии, системная интеграция, интернет"
69233.0,Актив Компьютерс,,7,"Информационные технологии, системная интеграция, интернет"
919498.0,Deus Craft,,7,"Информационные технологии, системная интеграция, интернет"
43410.0,NETBYNET,,7,"Информационные технологии, системная интеграция, интернет"
919498.0,Deus Craft,,7,"Информационные технологии, системная интеграция, интернет"
2572532.0,Пиксайт,,7,"Информационные технологии, системная интеграция, интернет"
789662.0,SEMrush,,7,"Информационные технологии, системная интеграция, интернет"
2231443.0,Сайт консалтинг,,7,"Информационные технологии, системная интеграция, интернет"
446943.0,Транссеть,,7,"Информационные технологии, системная интеграция, интернет"
63225.0,Mail.Ru Group/ВКонтакте,,7,"Информационные технологии, системная интеграция, интернет"
2335179.0,БУХУЧЕТ,,7,"Информационные технологии, системная интеграция, интернет"
157721.0,ФБ Медиа Солюшнс,,7,"Информационные технологии, системная интеграция, интернет"
923083.0,ROCKSTONE,,7,"Информационные технологии, системная интеграция, интернет"
2770726.0,Digital Spectr,,7,"Информационные технологии, системная интеграция, интернет"
192817.0,WSS-Consulting,,7,"Информационные технологии, системная интеграция, интернет"
1641540.0,Deutsche Bank Technology Center,,7,"Информационные технологии, системная интеграция, интернет"
934019.0,ТекФорс Инжиниринг,,7,"Информационные технологии, системная интеграция, интернет"
86756.0,ЛАР,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
923083.0,ROCKSTONE,,7,"Информационные технологии, системная интеграция, интернет"
1539356.0,Солантек,,7,"Информационные технологии, системная интеграция, интернет"
91418.0,Infobox / Национальные Телекоммуникации,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
2227799.0,FutureComes,,7,"Информационные технологии, системная интеграция, интернет"
923083.0,ROCKSTONE,,7,"Информационные технологии, системная интеграция, интернет"
923083.0,ROCKSTONE,,7,"Информационные технологии, системная интеграция, интернет"
2782259.0,Гудфокаст,,7,"Информационные технологии, системная интеграция, интернет"
172.0,1C-Рарус,,7,"Информационные технологии, системная интеграция, интернет"
2287052.0,Takeprofit Technology,,7,"Информационные технологии, системная интеграция, интернет"
2287052.0,Takeprofit Technology,,7,"Информационные технологии, системная интеграция, интернет"
914078.0,"Omnigon Communications, LLC",,7,"Информационные технологии, системная интеграция, интернет"
52511.0,"ХОСТ, Группа компаний",,7,"Информационные технологии, системная интеграция, интернет"
1300820.0,Double Data,,7,"Информационные технологии, системная интеграция, интернет"
1993194.0,КНС ГРУПП,,7,"Информационные технологии, системная интеграция, интернет"
662065.0,Уральский центр систем безопасности,,7,"Информационные технологии, системная интеграция, интернет"
934019.0,ТекФорс Инжиниринг,,7,"Информационные технологии, системная интеграция, интернет"
1300820.0,Double Data,,7,"Информационные технологии, системная интеграция, интернет"
4156.0,OpenWay Group,,7,"Информационные технологии, системная интеграция, интернет"
3125.0,Компания QIWI,,7,"Информационные технологии, системная интеграция, интернет"
78638.0,Тинькофф,,7,"Информационные технологии, системная интеграция, интернет"
83639.0,PROFI.RU,,7,"Информационные технологии, системная интеграция, интернет"
1033906.0,"РэйнбовСофт, НПО",,7,"Информационные технологии, системная интеграция, интернет"
919498.0,Deus Craft,,7,"Информационные технологии, системная интеграция, интернет"
802558.0,ECommPay IT,,7,"Информационные технологии, системная интеграция, интернет"
1467855.0,Центр информационных технологий и систем органов исполнительной власти,,7,"Информационные технологии, системная интеграция, интернет"
3984.0,Рексофт,,7,"Информационные технологии, системная интеграция, интернет"
919498.0,Deus Craft,,7,"Информационные технологии, системная интеграция, интернет"
67611.0,Тензор,,7,"Информационные технологии, системная интеграция, интернет"
2220646.0,Интегрейт,,7,"Информационные технологии, системная интеграция, интернет"
2128312.0,Джентрис,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
2322.0,АйТи,,7,"Информационные технологии, системная интеграция, интернет"
5634.0,Энвижн Груп (NVision Group),,7,"Информационные технологии, системная интеграция, интернет"
1467855.0,Центр информационных технологий и систем органов исполнительной власти,,7,"Информационные технологии, системная интеграция, интернет"
1455.0,HeadHunter,,7,"Информационные технологии, системная интеграция, интернет"
53866.0,EastBanc Technologies,,7,"Информационные технологии, системная интеграция, интернет"
675.0,КОРУС Консалтинг,,7,"Информационные технологии, системная интеграция, интернет"
53866.0,EastBanc Technologies,,7,"Информационные технологии, системная интеграция, интернет"
63225.0,Mail.Ru Group/ВКонтакте,,7,"Информационные технологии, системная интеграция, интернет"
53879.0,ITooLabs,,7,"Информационные технологии, системная интеграция, интернет"
1084619.0,RealtimeBoard,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
906557.0,Сбербанк - Технологии,,7,"Информационные технологии, системная интеграция, интернет"
1455.0,HeadHunter,,7,"Информационные технологии, системная интеграция, интернет"
1641540.0,Deutsche Bank Technology Center,,7,"Информационные технологии, системная интеграция, интернет"
8736.0,DEFA,,7,"Информационные технологии, системная интеграция, интернет"
1033906.0,"РэйнбовСофт, НПО",,7,"Информационные технологии, системная интеграция, интернет"
1792533.0,web-2a,,7,"Информационные технологии, системная интеграция, интернет"
2804795.0,goods,,7,"Информационные технологии, системная интеграция, интернет"
41862.0,СКБ Контур,,7,"Информационные технологии, системная интеграция, интернет"
274.0,АВК-Коммьюникейшнз,,7,"Информационные технологии, системная интеграция, интернет"
1792533.0,web-2a,,7,"Информационные технологии, системная интеграция, интернет"
1621968.0,Zephyrlab,,7,"Информационные технологии, системная интеграция, интернет"
22842.0,А1 Системс,,7,"Информационные технологии, системная интеграция, интернет"
567799.0,REDMADROBOT,,7,"Информационные технологии, системная интеграция, интернет"
2528917.0,Первый,,7,"Информационные технологии, системная интеграция, интернет"
165458.0,Сирена-Трэвел,,7,"Информационные технологии, системная интеграция, интернет"
2869475.0,ОРЦ,,7,"Информационные технологии, системная интеграция, интернет"
1191643.0,ID Finance,,7,"Информационные технологии, системная интеграция, интернет"
15589.0,HFLabs,,7,"Информационные технологии, системная интеграция, интернет"
32168.0,АСАП Консалтинг,,7,"Информационные технологии, системная интеграция, интернет"
4482.0,.masterhost,,7,"Информационные технологии, системная интеграция, интернет"
1485528.0,П-М-Т-Софт,,7,"Информационные технологии, системная интеграция, интернет"
897905.0,i'way,,7,"Информационные технологии, системная интеграция, интернет"
1763330.0,Ангелы АйТи,,7,"Информационные технологии, системная интеграция, интернет"
22863.0,"Протей, НТЦ",,7,"Информационные технологии, системная интеграция, интернет"
8188.0,Quantum Art,,7,"Информационные технологии, системная интеграция, интернет"
101407.0,ITSOFT,,7,"Информационные технологии, системная интеграция, интернет"
2136954.0,Центр недвижимости от Сбербанка,,7,"Информационные технологии, системная интеграция, интернет"
32168.0,АСАП Консалтинг,,7,"Информационные технологии, системная интеграция, интернет"
101407.0,ITSOFT,,7,"Информационные технологии, системная интеграция, интернет"
32168.0,АСАП Консалтинг,,7,"Информационные технологии, системная интеграция, интернет"
22863.0,"Протей, НТЦ",,7,"Информационные технологии, системная интеграция, интернет"
851138.0,Студия «Кефир!»,,7,"Информационные технологии, системная интеграция, интернет"
1222051.0,Bnovo,,7,"Информационные технологии, системная интеграция, интернет"
2784570.0,ИнфоДиалог,,7,"Информационные технологии, системная интеграция, интернет"
2097846.0,НТБ,,7,"Информационные технологии, системная интеграция, интернет"
2381.0,Softline,,7,"Информационные технологии, системная интеграция, интернет"
557724.0,АйТи Авиа,,7,"Информационные технологии, системная интеграция, интернет"
2238314.0,Имейджин Вэб,,7,"Информационные технологии, системная интеграция, интернет"
